商品名称,券后价,店铺名称,好评数
Bone自行车手机支架公路山地车手机架骑行导航支架把立软硅胶稳固防震,138.0,Bone京东自营旗舰店,500
大庄园新西兰羔羊后腿肉1kg 原切羊肉生鲜烧烤食材 烤盘烤箱适配  冷冻,60.9,大庄园京东自营旗舰店,43000
绿驰 4大盒除湿盒 室内除湿干燥剂除湿袋除湿桶回南天吸湿盒防潮除霉,22.3,绿驰京东自营旗舰店,11000
Jepoo 日式新款马桶刷 洁厕刷无死角软毛刷 卫生间坐便器刷子 2个装S型刷毛,3.99,网邻生活卖场店,11000
硃碌科有机黄小米2.5kg 新米吃的红谷小米粥5斤 东北小黄米小米杂粮粗粮,38.8,硃碌科京东自营旗舰店,210000
美的（Midea）波轮洗衣机全自动 10公斤kg大容量除螨洗甩干脱水宿舍租房智能预约免清洗水电双宽以旧换新 【随心洗系列】MB100KQ5,816.0,美的洗衣机京东自营旗舰店,9800
比比赞（BIBIZAN）手撕面包1002g/箱 营养早餐饱腹代餐饼干蛋糕点心小吃休闲零食品,13.8,比比赞（BIBIZAN）京东自营旗舰店,140000
得宝（TEMPO）一博同款 有芯卷纸 无香4层160g*16卷  柔韧可冲散 卫生纸 卷纸 ,58.9,得宝京东自营官方旗舰店,350000
京鲜生 油桃 鲜桃子1.5kg装 单果60-80g  生鲜时令水果 ,17.67,生鲜京东自营专区,63000
美纹纸耐高温美纹纸胶带汽车遮蔽喷漆墙面装修不伤墙分色多卷装美术生专用水彩绘画手撕无痕和纸胶带 【702美纹纸】20mm宽*15m长,1.0,永誉旗舰店,200
⭐喵喵喵~⭐吾喵泡面碗学生宿舍不锈钢方便面碗滤水饭盒泡面杯 201钢【1000ML】吾喵,6.49,京喜自营官方店,500
【全网低价】佐澜哲 【12本装】A5软面抄笔记本本子30张/60页无线装订软抄本加厚记事本工作本会议记录本日记本文具可定制,8.9,佐澜哲（zuolanzhe）京东自营旗舰店,400
榄茵不锈钢保鲜盒带盖子方盘冰箱收纳盒蒸鱼烤鱼盘烧烤凉菜盘果盘 大号 带盖 25.8*20*5cm 3个装,16.64,泽彦厨具专营店,800
京鲜生 新西兰进口Dazzle丹烁苹果12粒礼盒装 单果重约120-160g水果礼盒,49.9,生鲜京东自营专区,9200
绿驰 2kg活性炭除甲醛碳包 家用吸去甲醛清除剂汽车除味竹炭包吸甲醛,38.8,绿驰京东自营旗舰店,86000
镭拓（Rantopad）G1 硬质皮革游戏防水鼠标垫 商务办公电脑鼠标垫 桌面垫 浅灰色,28.4,镭拓京东自营旗舰店,260000
三只松鼠蟹香蚕豆 蟹黄味坚果炒货休闲零食小吃205g/袋,5.9,三只松鼠京东自营旗舰店,380000
舒肤佳抑菌泡沫洗手液 樱花香300g+白茶香300g 健康抑菌99.9%,37.6,宝洁京东自营官方旗舰店,20000
固特异（Goodyear）特斯拉MODELY雨刮器MODEL3新能源TESLA配件MODEL Y专用丫雨刷条,69.0,固特异（Goodyear）汽车配件京东自营旗舰店,1200
WD-40汽车刹车异响清洁剂wd40零部件系统轮毂清洗盘碟片卡钳火花塞去污,62.8,WD-40京东自营旗舰店,6200
木丁丁 搓衣板【可挂防滑】塑料加厚家用宿舍洗衣板洗内衣袜子蓝色,22.96,木丁丁居家日用京东自营旗舰店,800
百家好世大号免手洗拖把家用一拖净免手洗2024懒人吸水大拖布干湿两用托把,23.9,百家好世京东自营旗舰店,63000
叶万源绍兴花雕黄酒五年陈 半干型2.5L桶装米酒家用厨用料酒,16.5,叶万源京东自营旗舰店,200
椰树椰汁 245ml*24盒整箱装 植物蛋白饮料 正宗海南特产6盒*4组,89.0,椰树京东自营旗舰店,64000
尔木萄（AMORTALS）三好学生植绒粉扑隔离散粉定妆粉扑专用不易吃粉柔软亲肤七夕礼物,11.9,尔木萄（AMORTALS）京东自营旗舰店,900
海鲜世家 新西兰熟冻原汁全壳青口贝1kg 21-26只/袋 原装进口 生鲜,59.9,海鲜世家京东自营旗舰店,71000
统一 爱夸 长白山 天然矿泉水 即饮装 570ml*15 整箱装,36.9,统一京东自营旗舰店,340000
【全网低价】得力(deli)快干印台印油印泥套装 (高效快干印油 快干印台) 财务用品办公用品33227,8.9,得力京东自营官方旗舰店,68000
海鲜世家 冷冻生蚝肉800g 65-70只/袋 牡蛎肉 火锅烧烤食材,49.9,海鲜世家京东自营旗舰店,3300
舒肤佳排浊香皂100g*5块(红石榴+竹炭+茶树+海藻+山茶花)洗去99.9%细菌,32.9,宝洁京东自营官方旗舰店,34000
垃圾袋家用抽绳式厨房手提塑料袋 抽绳垃圾袋【60只】,3.87,京喜自营官方店,11000
回力（Warrior）短袖t恤男夏季纯棉透气圆领运动短袖男百搭上衣男装,33.0,回力（Warrior）运动京东自营旗舰店,1900
ThinkPlus联想 256GB手机电脑双接口固态U盘 TU280Pro系列 读速高达1000MB/S 大容量金属优盘,219.0,Think存储京东自营旗舰店,2800
爱康尼 孕妇口罩防甲醛专用防尘kn95口罩透气带冷流呼吸阀3d立体双层活性炭二手烟味新办公室 6枚,38.0,爱康尼（AIKANGNI）京东自营旗舰店,5000
顾生堂 坚果茯苓八珍糕1000g 无添加蔗糖黑芝麻山药芡实米糕薏湿糕独立包装传统糕点送礼礼盒粗粮面包零食,44.8,顾生堂京东自营旗舰店,23000
固特异（Goodyear）大众迈腾雨刮器17至23款B8原装21原厂18款19汽车20雨刷片条26/19,69.0,固特异（Goodyear）汽车配件京东自营旗舰店,5200
闲鸟高压洗车水枪家用锂电无线洗车机便携式洗车神器大功率电动刷车泵,228.0,闲鸟（XIANNIAO）京东自营旗舰店,10000
深海兄弟麻辣小龙虾 700g 3-5钱 净虾385g 16-25只冷冻虾类加热即食预制菜,15.3,深海兄弟京东自营旗舰店,2000
贝司令（BEISILING）生蚝液氮冻原浆半壳牡蛎肉新鲜海鲜水产 750g 单只10-12cm 10粒装,39.9,贝司令（BEISILING）京东自营旗舰店,500
固特异（Goodyear）朗净雨刷/雨刮器/雨刮片福特新蒙迪欧13至21/翼虎13款/锐界15-1对,69.0,固特异（Goodyear）汽车配件京东自营旗舰店,24000
【低泡易漂】小苏打洗衣液 高倍抗氧增艳锁色持久留香洗衣液 淡香型 2.8kg 1桶 高效去污,8.6,京喜自营官方店,900
龙大肉食 猪肚子500g 出口日本级 猪肚生鲜 猪肚鸡猪肚包鸡猪肚 猪肉生鲜,34.9,龙大美食京东自营旗舰店,64000
飞遁LESAILES800*300*3mm快捷键大全大号鼠标垫 锁边加厚办公电脑桌垫,13.9,飞遁京东自营旗舰店,29000
安可新 婴儿牙刷【30只】宝宝一次性指套牙刷口腔清洁器 独立装 0-1-3岁,25.6,安可新京东自营旗舰店,19000
京东云无线宝AX6600雅典娜64G 能赚京豆的家用路由器 WIFI6 高通5核 1G内存 LED点阵屏 三频Mesh,337.6,无线宝京东自营旗舰店,15000
小浣熊 儿童洗发沐浴露二合一 温和保湿 燕麦蛋白洗沐 1.2L大容量,30.8,小浣熊京东自营旗舰店,3400
移速（MOVE SPEED）512GB SSD固态硬盘 M.2接口(NVMe协议) 长江存储晶圆 独立缓存-美洲豹Pro,204.0,移速存储京东自营旗舰店,15000
依能提气 气泡原味黑蓝罐 0糖0脂0卡 苏打水饮料 330ml*24罐 整箱装,41.9,依能京东自营旗舰店,95000
海思芙 智利原切三文鱼块1kg  大西洋鲑 冷冻海鲜 生鲜鱼类 宝宝食品,109.0,味诗芙（West Shefford）京东自营旗舰店,3600
【日本原研】沪径制药祛湿贴穴位贴E型祛湿排毒去除湿气瘦肚子大减肥塑身燃脂护肝健脾调理脾肾胃砭贴 三盒装,108.0,夫密码京东自营旗舰店,700
珀莱雅（PROYA）【会员尝鲜礼】双抗精华液3.0版 4ml,7.7,珀莱雅京东自营官方旗舰店,16000
妙洁 厚实垃圾袋 大号60只装 加厚 文明干湿分类 新老包装随机发货,13.4,妙洁京东自营旗舰店,750000
宁果松猴头菇饼干蛋糕点心休闲零食品无蔗糖老年人小吃代餐早餐面包1kg,27.24,宁果松京东自营旗舰店,8300
波咯咯奶瓶消毒器烘干一体机紫外线消毒柜婴儿无汞灯珠宝宝餐具玩具家用 【全能X20】 24L HEPA过滤+双风道,849.0,波咯咯官方旗舰店,10000
灵蛇（LINGSHE)卡通护腕鼠标垫动漫硅胶枕腕托办公可爱游戏电脑鼠标垫护腕加厚女生桌垫  发财暴富 H51,21.29,灵蛇京东自营旗舰店,6000
家用牙线棒一次性剔牙神器清洁护理洁齿便携式盒装牙签超细家庭装 50支 1盒,1.99,京喜自营官方店,1900
华美中秋月饼礼盒蛋黄莲蓉经典广式团购送礼维港月色720g（双层礼盒）,63.9,华美京东自营旗舰店,100000
伊利谷粒多燕麦牛奶200mL*12盒/箱 于适同款 真实颗粒 4月产,36.0,伊利牛奶官方旗舰店,25000
京地达正宗铁杆山药净重5斤精选装沙土小白嘴山药轻食蔬菜源头直发包邮,24.5,京地达生鲜京东自营旗舰店,1700
小米（MI）Redmi Buds 5 Pro 真无线降噪耳机 入耳式舒适佩戴 小米华为苹果手机通用（晴雪白） ,369.9,小米京东自营旗舰店,20000
得宝（TEMPO）一博同款 抽纸 无香4层100抽*18包 湿水不易破  餐巾纸 卫生纸,73.9,得宝京东自营官方旗舰店,1510000
康宁餐具琥珀色玻璃保鲜盒食品级冰箱收纳盒便当饭盒微波炉加热饭盒上班族 【汤粥杯】高圆筒 700ml,19.98,康宁餐具对印专卖店,1800
晨光(M&G)文具 有福气中性笔套装 全能刷题高颜值速干按动中性笔考试水笔顺滑0.5签字笔黑笔 5支装 HAGP2433,9.9,晨光京东自营官方旗舰店,43000
华恺之星  马扎折叠凳 小板凳加厚户外便携折叠椅子矮凳小凳子 轻便款,23.8,华恺之星京东自营旗舰店,14000
联想（lenovo）来酷 8倍速外置光驱 DVD外置刻录机 移动光驱 外接光驱 笔记本电脑便携光驱外置读刻一体黑 DB75,159.0,联想来酷京东自营旗舰店,400
李锦记XO酱220g  0添加色素香精防腐剂 干贝火腿拌饭拌面火锅调味酱,71.9,李锦记京东自营旗舰店,74000
纯色本味 冷冻舟山精品带鱼段 700g 纯中段无内脏 刀鱼 地标产品 生鲜鱼类,29.9,纯色本味京东自营旗舰店,130000
得印202a硒鼓适用惠普m281fdw硒鼓 m254dw m254nw m280nw m281fdn打印机墨盒带芯片四色套装cf500a硒鼓,215.0,得印耗材京东自营官方旗舰店,13000
绿驰 4盒固体空气清新剂(薰衣草+茉莉)  厕所除味剂浴室香氛车载香薰,16.0,绿驰京东自营旗舰店,600
妮飘（Nepia）厨房湿巾纸巾40抽*4包去油污懒人抹布除菌99%抹即净带盖抽纸,53.27,妮飘京东自营官方旗舰店,120000
茶卡藏青盐食用未加碘家用食盐天然无抗结剂原生态青海湖盐320g 藏青盐5包,30.6,茶卡官方旗舰店,4800
屈臣氏 （Watsons）碧泉柠檬茶（鸭屎香）250mlx12盒 整箱装,25.6,屈臣氏(Watson’s)京东自营官方旗舰店,52000
芭贝拉（BABREA）绒雾定焦粉饼14.5g亮肤色 防水防汗干湿两用持久定妆七夕送女友,79.0,芭贝拉（BABREA）京东自营官方旗舰店,4500
椰树椰汁 245ml*24罐整箱装植物蛋白饮料 正宗海南特产6罐*4组,102.0,椰树京东自营旗舰店,97000
肤氏堂 高锰酸钾消毒片溶液洗液男士女士私处护理液坐浴擦洗24片/盒,3.9,肤氏堂京东自营旗舰店,27000
川宇 USB2.0四合一分线器 4口HUB扩展坞集线器 笔记本台式电脑键盘鼠标一拖四多接口转换器延长线120CM,16.9,川宇京东自营旗舰店,1100
QQ星伊利低脂低糖乳酸菌饮品180ml*16盒/箱草莓猕猴桃味酸奶 礼盒装,42.9,QQ星儿童牛奶京东自营旗舰店,110000
京东京造 羽毛球拍利刃300对拍升级款套装 羽毛球训练比赛深凹槽羽拍2支,39.9,京东京造自营官方旗舰店,400
星坊 床单固定夹 创意多用途家用床单被套防滑落固定神器【12个装】,14.29,星坊京东自营旗舰店,5900
【全网低价】法拉蒙 盖章本活页旅行收集本子旅游纪念集章册手帐本空白南京北京博物院动物园故宫重庆打卡景点印章 蓝色,13.8,法拉蒙（faramon）京东自营旗舰店,500
松能X显示器支架电脑显示屏支架悬臂电竞RGB增高架机械臂承重18KG 17-42英寸辉光天使T18-1W,598.0,松能X京东自营旗舰店,500
民勤馆甘肃民勤沙漠人参果  应季新鲜孕妇水果现摘黄肉大果长寿果 3斤精选人参果【品鲜】单果150g+,16.8,中国特产·民勤馆,200
力诚深海鳕鱼肠原味500g 罐装宝宝儿童零食鱼肠火腿肠幼儿零添加DHA,53.6,力诚京东自营旗舰店,19000
杜蕾斯durex 避孕套玻尿酸安全套 精选组合共46只含赠 润滑情趣套套成人计生性用品男女专用女 戴 囤货套装,104.9,杜蕾斯旗舰店,400000
史铁生 病隙碎笔（2021纪念版 史铁生充满灵性光辉的生命笔记，启迪无数读者的长篇哲思散文经典）,18.8,博集天卷京东自营官方旗舰店,10000
HUAV MATE华为机适用【长待机视频通话】儿童智能电话手表5G全网通小学生天才初高中GPS精准定位4G插卡防水 标准粉【长待机+视频通话+精准定位】,75.0,华芯数码专营店,200
啄木鸟冲锋衣男女夏季新款户外登山防风防水三合一夹克春秋季外套防晒衣 黑色 XL(建议120-140斤),58.0,TUCANO;啄木鸟欧尊狼专卖店,200
四万公里折叠衣架多功能旅行便携式旅游出差用晾衣架带夹伸缩家用折叠衣挂,21.6,四万公里家居用品京东自营旗舰店,100
我老家 鸡蛋变蛋 黄金色松花蛋 河南特产 凉拌下酒菜 12枚装,9.8,中国特产·南阳助农馆,2800
洁芙柔免洗消毒凝胶520ml/瓶医用免洗洗手液75%酒精乙醇外科家用儿童学生学校幼儿园公共场所杀菌抗菌抑菌,25.0,洁芙柔健康京东自营旗舰店,19000
兰士顿 蓝牙耳机 骨传导概念耳夹式无线开放不入耳 运动跑步骑行通话降噪 适用于苹果华为小米手机,94.0,兰士顿京东自营旗舰店,290000
美加佳国产翡翠生虾仁 无冰净重1kg 156-198只 白虾仁 去虾线 单冻虾仁,69.9,美加佳京东自营旗舰店,11000
吕（Ryo）白茶茉莉保湿去屑洗发水持久留香舒缓清爽洗发膏400ml,48.0,吕（Ryo）京东自营官方旗舰店,53000
京寻搓澡巾男士专用洗澡神器粗砂强力去死皮双面加厚搓澡巾 黑色一个,9.8,京寻家居京东自营旗舰店,300
妙力（Bref）汉高进口洁厕球柠檬2挂+海洋2挂厕所除臭神器洁厕灵马桶清洁,57.31,汉高家清京东自营旗舰店,2900
艾惟诺（Aveeno）儿童面霜舒缓燕麦婴儿润肤乳身体乳深层滋润宝宝面霜227g,78.0,Aveeno艾惟诺京东自营旗舰店,180000
NVV ACS床上电脑桌大号床上书桌懒人折叠小桌子笔记本支架学生阅读写字宿舍小桌板飘窗小饭桌NP-18PS,44.9,NVV京东自营旗舰店,1100
小鸡收腹低脂膳食肠即食鸡胸肉肥减0香肠鸡肉高蛋白解馋代餐零食卡轻食品,26.9,小鸡收腹京东官方自营旗舰店,5700
清风厨房纸2层200抽*3包挂抽 一次性吸油纸 悬挂式 挂墙厨房用纸 整箱,33.9,清风京东自营旗舰店,3200
乌苏啤酒（wusu）大红乌苏 国产烈性小麦啤酒礼盒便携装 包装产地随机 风景罐 500mL 6罐 【换购专享】,29.9,乌苏啤酒旗舰店,500
敷尔佳  胶原蛋白多效修护贴  26g*5贴/盒 补水保湿修护肌肤 七夕情人节,65.0,敷尔佳美妆京东自营官方旗舰店,9900
双飞人薄荷止痒爽水花露水上课熬夜防瞌睡居家防困常备含75%酒精 50ml/瓶,35.8,双飞人官方旗舰店,16000
艾惟诺（Aveeno）身体润肤乳倍护保湿滋润补水保湿燕麦(清香型)成人354ml,66.0,Aveeno艾惟诺京东自营旗舰店,100000
星空莫斯卡托意大利原瓶进口优尼特酒庄沙橙暴0度无醇起泡酒白葡萄酒750mL,26.0,阿斯蒂（ASTI）葡萄酒京东自营专区,1700
澳丝袋鼠（Aussie）海盐蓬松洗发水控油530ml奇迹丰盈女士男士,89.0,宝洁京东自营官方旗舰店,7300
白象香菜面限定款泡面方便面懒人速食夜宵绿色蔬菜面饼含香菜桶装 香菜面*3桶+精炖原汁猪骨*3桶,21.9,白象官方旗舰店,3000
【全网低价】得印（befon）朗诵稿夹 诗朗诵本夹演讲稿夹子朗诵文件夹致辞本夹演讲本签约仪式本A4绒面红色空白证书外壳2301,17.9,得印（befon）文具京东自营旗舰店,600
无印良品旅行压缩毛巾一次性洗脸巾加厚加大擦脸巾便携装30*24cm*20个*2袋,24.36,无印良品居家布艺京东自营专区,600
龙大肉食干香肠160g*2 纯猪肉肠风干肠 山东风味腊肠 开袋即食熟食火腿肠,19.9,龙大美食京东自营旗舰店,500
润田翠 runtian 天然含硒矿泉水500ml*24瓶 整箱,62.0,润田（Runtian）京东自营旗舰店,57000
奶酪博士（Dr.Cheese）减盐芝士片奶酪片干酪≥81%高钙 高蛋白 早餐 烘焙原料 83g*4,23.55,奶酪博士（Dr.Cheese）京东自营旗舰店,100
京东京造 竹粹本色抽纸3层110抽*24包“熊猫纸” 天然竹浆无漂白 母婴可用,29.9,京东京造自营官方旗舰店,74000
美肤语修眉剪刀专用眉剪带眉梳子眉毛修剪器小剪子男女可用MF8736,8.6,美肤语京东自营旗舰店,13000
陌陌大白 避孕套 男用 42只 超薄003 玻尿酸水润清爽 滋养润滑安全套套保险套中号 计生用品,28.0,陌陌京东自营旗舰店,320000
HAILE尼龙扎带捆扎绑扎带扎线理线束线带自锁式扎带2.5*100mm 小号黑色100根ZD-10H-100,2.16,海乐京东自营旗舰店,48000
京地达山东牛奶小芋头净重5斤精选装毛芋头软糯香甜源头直发包邮,24.8,京地达生鲜京东自营旗舰店,5800
张裕 第九代系列特选级解百纳蛇龙珠干红葡萄酒750ml*6瓶整箱装红酒,685.0,张裕葡萄酒京东自营旗舰店,98000
马小泰の鲜椰豆乳椰子豆奶营养早餐纯植物奶245ml*10瓶整箱生椰豆浆,28.9,马小泰の京东自营旗舰店,600
绚初拖鞋男大码外穿潮流夏季家用防滑拖鞋情侣居家浴室厚底凉拖鞋女 升级版动感 白色 42-43 (适合41-42码穿),9.9,绚初鞋靴官方旗舰店,11000
【全网低价】离草 长头记号笔油性木工笔细头速干防水防油不褪色瓷砖专用深孔记号笔 4黑 2红 2蓝 8支装,13.4,离草京东自营旗舰店,2600
同仁堂苦参除螨皂 硫磺洗脸皂沐浴洗澡全身去螨虫精油肥皂 男女可用,38.9,同仁堂个护美妆京东自营专区,18000
绿驰 薰衣草香氛袋10g*3 衣柜除味香薰包空气清新剂车载香包去味香囊,9.6,绿驰京东自营旗舰店,32000
欧帝奴（OUDINU） 太空铝浴室柜陶瓷一体盆组合洗脸盆洗手池厕所奶油风镜柜组合 60cm 【奶油风】普通镜柜,266.0,欧帝奴卫浴旗舰店,600
军献祛痘修护膏25g青春痘水杨酸洁净肌肤修护祛痘膏七夕情人节礼物,60.0,军献京东自营旗舰店,800
多彩（Delux）M618人体工学垂直鼠标 立式鼠标 有线鼠标 静音办公鼠标电脑笔记本 便携可拆卸掌托,55.0,多彩（DeLUX）京东自营旗舰店,88000
Sodolike 尚岛 断点垃圾袋 150只  加厚45*50cm*5卷 平口黑 大垃圾袋 ,6.9,尚岛宜家清洁京东自营旗舰店,540000
京东京造 JZ112有线鼠标 人体工程学设计 光学芯片 1000W次微动 防汗材质 四档DPI速度 免缠绕线材 黑黄色,43.6,京东京造自营官方旗舰店,2900
协和芦荟维E凝胶20ml(旅行装)补水保湿晒后呵护疤男女痘肌可用,9.9,协和京东自营旗舰店,22000
得力(deli)易撕透明胶带 12mm*30y高粘小胶带 开学必备学习用品 错题整理学生文具 12卷/筒 办公用品 30015,7.2,得力京东自营官方旗舰店,460000
曼秀雷敦男士海洋精华沐浴露500ml薄荷清凉送男友去除油脂深层清洁,19.9,曼秀雷敦男士京东自营旗舰店,510000
京觅天然矿泉水 偏硅酸弱碱型饮用水 550ml*20瓶 整箱装,28.0,天地精华京东自营官方旗舰店,400
DSB（迪士比）透明PVC塑料装订封面 A4 厚0.2mm 装订胶片 透明封皮封面 文件标书档案装订 50张/包,22.33,迪士比京东自营官方旗舰店,58000
河套多用途粉10kg 中华老字号 小麦面粉面粉馒头粉家用粉,140.6,河套面粉京东自营旗舰店,48000
京鲜生 四川半边红脱骨李4.5斤装 单果20g起 中果 源头直发 包邮,22.9,水果源头直发京东自营专区,100
陇百味广西百色桂七芒新鲜应季当季热带时令水果整箱芒果 带箱5斤单果100-150g,9.9,绿喆水果卖场店,3800
一晨卫生纸48卷布感本色卷纸竹浆纸巾厕所手纸大包装家庭用纸批发,23.9,一晨官方旗舰店,110000
海洋主义爆炸盐去渍去黄增白去污神器强生物彩漂衣服白色婴儿彩漂粉1200g,16.65,海洋主义家清京东自营旗舰店,1900
WECAN维康(wecan)防叮贴片户外防叮咬植物精油儿童宝宝可用60片,15.9,维康（wecan）京东自营旗舰店,19000
依云（evian）法国原装进口矿泉水 330ml*24瓶整箱装(软瓶)饮用水,85.0,进口水饮京东自营专区,100
ThinkPad联想ThinkBook SE14英寸超薄笔记本电脑英特尔酷睿标压i5 16G 512G 高色域防蓝光护眼屏办公,3989.0,ThinkPad京东自营旗舰店,800
优仙果山东红富士苹果 黄金富士当季新鲜水果时令生鲜整箱礼盒 带箱10斤大果单果80mm+净重8.5斤,26.91,优仙果旗舰店,2400
樱能相机散热器索尼A7M4/A7C2/A7S3/ZVE10/A6700佳能R5/R6/R7微单反直播视频拍摄过热风扇静音外置降温 半导体散热器+4卡扣【快速制冷丨高效降温】 适用SONY富士XT4/X,180.0,樱能官方旗舰店,90
沐浴球浴花超大超柔软 搓澡巾男女搓澡洗澡神器起泡网洗浴球澡花 【共3个】浴球50g-米杏+米青+米粉,4.28,京喜自营官方店,12000
顾生堂 甘草片12.5g  复合方甘草含片老式含片嗓子泡水含片100粒1瓶装,14.5,顾生堂京东自营旗舰店,6800
西王 食用油 玉米胚芽油6.18L 零反式脂肪 非转基因 含维生素E,89.9,西王京东自营旗舰店,140000
联想（Lenovo）DVD+R 光盘/刻录盘 16速4.7GB 办公系列 桶装50片 空白光盘,65.0,联想（Lenovo）光盘京东自营专区,25000
当妮洗衣液持久留香7.4斤大师香氛樱花香补充装手洗内衣可用去污渍,53.9,宝洁京东自营官方旗舰店,21000
海名威 冷冻三去海鲈鱼450g/条 (配料包)深海鱼 生鲜鱼类 海鲜水产,24.9,海名威京东自营旗舰店,150000
浪莎船袜女夏季薄款棉底袜子女士短袜冰丝浅口防滑隐形袜 肤4,28.4,浪莎内衣京东自营官方旗舰店,1700
蓝月亮内衣内裤洗衣液男女士 防发黄去血渍 孕妇学生可用 除菌>99% 【除菌>99%】500g*1瓶,39.9,蓝月亮旗舰店,9100
达尔优（dareu）PE-S363光伏玻璃鼠标垫  360*300*3mm电竞游戏FPS高速顺滑CSGO防水垫蓝黑色,98.49,达尔优京东自营旗舰店,1100
润田翠 runtian 天然含硒矿泉水 4.7升*2瓶 整箱,52.5,润田（Runtian）京东自营旗舰店,49000
五月花（May Flower）有芯卷纸 2层230米*12卷 商务用纸大卷纸酒店公共厕所大盘纸 整箱,120.99,五月花京东自营旗舰店,69000
心相印抽纸卫生纸家用实惠装大包纸巾抽纸面巾纸餐巾纸超市同款整箱批发 100抽*10包【促销款】,38.9,心相印亿晗专卖店,34000
荣事达油烟机大吸力侧吸式抽油烟机家用厨房小尺寸吸油烟机脱排抽烟机 90cm五键体感 自动清洗 免费安装,489.0,荣事达（Royalstar）厨卫旗舰店,400
浪莎内裤女冰丝无痕丁字裤一片式超薄性感低腰纯色运动健身T裤,28.7,浪莎（LangSha）内衣京东自营专卖店,2700
得印(befon) 90*120cm白板墙贴纸  办公会议室家用学习涂鸦 可擦写自粘背胶可移除墙贴纸 涂鸦画板贴1229,25.8,得印（befon）文具京东自营旗舰店,3500
九三 食用油 非转基因 致青春系列 一级5L大豆油（九三出品甄选好油）,62.9,九三京东自营旗舰店,150000
离草 白色记号笔防水防油不褪色 油性笔白笔轮胎笔描胎涂鸦笔粗头大头粗笔记号笔 白色10支,12.5,离草京东自营旗舰店,5200
洁比世按摩梳子头部檀木梳眼部经络梳面部刮痧宽齿梳女士天然檀木头疗梳,13.13,洁比世京东自营旗舰店,16000
回力（Warrior）运动短裤男夏季冰丝速干美式男士直筒五分裤宽松百搭透气篮球裤,53.0,回力（Warrior）运动京东自营旗舰店,4200
川珍 食用牛油450g 精炼纯牛油 家庭小火锅重庆火锅底料油食用熟牛油,17.53,川珍京东自营旗舰店,2000
浪莎内裤女士孕妇款冰丝无痕纯棉抗菌底档孕早中晚期薄款透气三角裤,47.0,浪莎（LangSha）内衣京东自营专卖店,100
洁比世被子固定器无钉安全被角扣固定神器床单被套防滑防跑6蓝6灰12个装,15.11,洁比世京东自营旗舰店,5300
Jidaocook定量盐罐家用厨房套装密封防潮撒盐味精调味罐控盐瓶 定量盐瓶【颜色随机】1只装,3.0,恩高餐具专营店,1100
膜法世家美白紧致组合面膜25片抗皱提拉面膜美白补水淡斑提亮肤色七夕礼物,112.5,膜法世家京东自营旗舰店,15000
沁州 正宗沁州黄 黄小米 新米500克*3真空山西特产月子米粗粮五谷杂粮,48.5,沁州黄小米官方旗舰店,14000
美肤宝美白隔离防晒霜SPF50+(淡斑型)10g遮瑕提亮高倍女七夕情人节礼物,7.7,美肤宝京东自营官方旗舰店,36000
西玛（SIMAA） 凭证封面100套 记账凭证封面包角 发票版会计凭证装订封皮243*142mm 【上下联】会计凭证120g加厚100套RM-05,15.3,西玛官方旗舰店,2700
京鲜生 甘美4K西瓜 1粒 单果6斤起 生鲜水果,32.9,生鲜京东自营专区,1800
金龙鱼食用油 零反式脂肪压榨葵花仁油3.09L,45.9,金龙鱼京东自营旗舰店,7700
齐心(Comix) 20个装A4按扣学生透明文件袋 防水档案袋资料袋 试卷收纳学科分类  C310E,11.89,齐心京东自营官方旗舰店,150000
【七夕礼物】毕加索（pimio）钢笔礼盒猫王音响联名高端商务签字笔礼品成人生日礼物男女练字套装悦音黄,281.0,毕加索京东自营官方旗舰店,100
初鲜冷冻鱿鱼须350g 3-5只装大八爪鱼鱿鱼腿 烧烤火锅食材 国产海鲜,20.4,初鲜（chuxian）京东自营旗舰店,8000
百媒烟台红富士苹果 净重5kg 单果220g+,58.8,1号会员店,8200
Creative art气垫梳男士梳子按摩气囊蓬松造型梳发型神器背头油头梳 灰色,33.0,Creative art京东自营旗舰店,42000
【京东物流】硫磺皂净螨净油爽肤背部沐浴香皂上海 ⭐特惠装 75g 5块,4.6,京喜自营官方店,9200
777指甲刀三七指甲剪刀指甲钳子指甲剪大号单个进口指甲剪刀271S,34.0,韩国777京东自营旗舰店,55000
太阳（Sun)  有芯卷纸 4层140g*27卷厕所卫生纸 蓝色厚实,39.9,太阳（sun）京东自营旗舰店,15000
富海锦冷冻银鲳鱼 450g 3条 平鱼 海鲜 火锅烧烤食材 国产海鲜,38.36,富海锦京东自营旗舰店,4800
飘柔精油润养洗发水男士女士氨基酸洗发露液洗头膏750g柔顺留香,39.1,宝洁京东自营官方旗舰店,900000
艾加净洗衣凝珠5d香氛持久留香浓缩版速溶山茶花护色去污除菌除螨五合一 20颗【新品茶绿色】 新升级【高级山茶花香】老墨优选,3.99,老墨家庭环境清洁专营店,2700
小葵花γ-氨基丁酸综合维生素矿物质片钙铁锌儿童青少年睡眠成长运动营养食品牛奶味男女1g*60片/瓶,48.5,营养保健京东自营专区,400
欧橡（OAK）奶茶杯一次性饮料杯杨枝甘露瓶子带盖果汁咖啡饮品杯350ml*10只C1552,23.9,欧橡京东自营旗舰店,1400
ABC裤型卫生巾套装9安睡裤面膜裤护垫裤安心裤70-160斤【均码】 10条70-160斤,9.9,ABC卫生巾旗舰店,1000
