商品名称,券后价,店铺名称,好评数
美丽雅 小象鼻无死角马桶刷 长柄卫生间卫浴软毛厕所清洁家用洁厕刷子 【半球刷头】壁挂马桶刷套装,13.9,美丽雅旗舰店,1300
卫生间地漏按压式弹跳内芯封闭盖下水道堵口器防返臭神器通用防堵 弹跳地漏-地漏翻新器【免拆卸】,20.01,国锐日用品小店,0
首力老式一次性搓澡巾10只搓澡巾强力去污双面细纱加厚家用后背 单层粗砂搓澡巾-随机颜色5个装,12.9,真子装饰材料旗舰店,0
首力沐浴球浴花球不散柔软吸盘按摩搓澡洗澡擦背神器起泡海绵球 紫色,7.8,真子装饰材料旗舰店,0
FLAIROSOL高压喷雾瓶化妆补水雾化喷壶便携随身酒精消毒喷雾器 白瓶蓝字,31.0,FLAIROSOL旗舰店,60
蝶缘晾衣架落地阳台翼型全折叠晾衣杆室内挂衣架凉晒衣架晾晒被子神器 横向1.8米【宝石灰】50个挂衣孔,493.0,蝶缘旗舰店,10
首力挥发棒花露水无火香薰精油液体香氛香薰棒配件高端纤维花露水扩香 【精致扩香】黑色扩香套装 长度20cm,5.81,首力家居旗舰店,100
尹谜扩香石香薰石香氛礼盒室内卧室摆件房间小夜灯送女友闺蜜生日礼物 英国梨&小苍兰【推荐款】-500g 喜马拉雅橙水晶,56.0,尹谜旗舰店,200
首力艾草蚊香棒驱蚊驱除蚊蝇夏天室内外钓鱼露营艾条香薰艾叶驱虫神器 3盒,11.56,首力家居旗舰店,5
首力遮阳帘隔热膜窗户防晒阳台遮光挡板玻璃家用降温隔热阳光房遮光板 【6mm包黑边】双面铝膜打孔+吸盘 定制专拍(联系客服定制),16.9,真子装饰材料旗舰店,2
首力断桥铝窗户防撞护角防磕碰直角硅胶内开窗全包尖角保护套安全角贴 短款【升级高透无痕】 8个,6.9,真子装饰材料旗舰店,4
集思美 北欧现代装饰摆件创意篮球运动人物客厅办公室书柜电视柜工艺品 红黑白一套,251.0,集思美官方旗舰店,900
上善若水 五帝钱真品铜钱葫芦挂件门对门黄铜摆件工艺品挂饰家居清代古钱 2串五帝钱【招财款】,53.8,上善若水家居旗舰店,300
趣佳阁黄铜一帆风顺船舵手创意摆件桌面轮船方向盘旋转转陀螺摆件 大号船舵转转摆件,64.98,腾佳礼品专营店,20
贾思德 生日礼物男生女生七夕情人节礼物送男女友天气预报瓶风暴瓶摆件 中号水滴+木质底座,47.0,青腾礼品专营店,200
九牧（JOMOO） 面盆龙头浴室冷热洗脸盆洗手盆水龙头卫生间台下盆水龙头 32267面盆龙头,199.0,九牧家装旗舰店,700
九牧（JOMOO） 卫浴净铅精铜龙头单冷快开洗衣机拖把池龙头阳台浴室水龙头 【洗衣机普通龙头7201】,52.0,九牧全屋定制官方旗舰店,20
九牧（JOMOO）拖把池水龙头 加长单冷防溅拖布池家用入墙式阳台洗衣池水龙头 7116-234（普长）,33.0,九牧家装旗舰店,400
九牧（JOMOO）淋浴龙头精铜混水阀冷热沐浴花洒洗澡浴缸卫浴浴室水龙头 3576-050（不带下出水）,199.0,九牧家装旗舰店,400
颂霖（SOONLN）黑色北欧风格触碰感应厨房水龙头抽拉式拉伸水槽台上盘旋转龙头 矮款-镀铬-触控,667.0,颂霖SOONLN卫浴旗舰店,5
味滋源酸辣粉桶装粉丝重庆风味嗨吃网红方便速食麻辣酸辣小吃 酸辣粉 105g/桶*3桶,9.9,小貅食品饮料店,50
小笨牛韩国进口零食YEM牌蒟蒻可吸果冻青葡萄卡曼橘苹果玫瑰茄味150g 蒟蒻可吸果冻(桃子味)150g,8.45,淼造食品店,1
HKII【小扬哥推荐】手持小风扇迷你折叠支架便携桌面usb风扇桌面挂脖式户外学生办公室静音充电电扇 【粉色】 48h续航丨5档强风丨智能数显,10.54,HKII旗舰店,3000
GNITE美国进口水飞蓟籽油片胶囊含水飞蓟籽油朝鲜蓟姜黄素蒲公英根柚皮昔提取物90粒 水飞蓟籽油胶囊 90粒*2瓶装,89.0,GNITE旗舰店,500
Naturewise黑胡椒姜黄素粉胶囊美国进口护关节养肝护肝片强免疫180粒加班熬夜应酬酒前常备送礼 （1瓶装）姜黄素守护关节缓解“炎”症,429.0,naturewise海外旗舰店,90
邵万生上海特产虾油调味料厨房烹饪海味拌面炒菜海鲜调味料500ml 虾油500ml*1瓶,17.0,邵万生旗舰店,60
邵万生八宝酱调料酱拌面酱拌饭酱花生酱下饭黄豆酱杂浇头215g 八宝酱 215g*2瓶,52.0,邵万生旗舰店,50
Derenruyu无糖木糖醇不升血糖代糖无蔗糖甜味剂烘焙糖代白砂糖甜菊糖 木糖醇500克+量勺,16.0,中吉科侨食品店,0
万年贡鸿运万年贡米 江西大米 地标产品 长粒丝苗米 5kg,49.9,万年贡集团京东自营旗舰店,37000
泰那兰泰香猫牙米450G原粮进口泰国大米长粒香正宗泰国香米煲仔饭 泰香猫牙米[独立包装  2包,11.0,白天食品店,0
BRAGG膏青芥辣日本料理芥辣寿司海鲜刺身三文鱼辣根酱油 青芥辣*1支装,8.8,中吉科侨食品店,1
bragg绍兴黄酒料酒 手工冬酿黄酒 2 .5L 5年陈花雕酒5斤 桶装5斤,25.09,中吉科侨食品店,20
Derenruyu山西特产粮食酿造手工香醋老陈醋三年陈酿5斤9斤桶装饺子凉拌醋 陈醋800ml（尝鲜装）,12.8,中吉科侨食品店,0
Derenruyu中盐无碘盐加碘盐无碘精致食用盐家用批发整箱炒菜加碘盐食盐 长舟未加碘盐400克*6包,23.0,中吉科侨食品店,1
红狗（RedDog）冻干狗粮幼犬成犬 高蛋白美毛低敏 大小型犬泰迪比熊柴犬柯基金毛 肉食风暴犬粮2kg,64.51,红狗旗舰店,300
Meatyway爵宴品牌会员新人礼包 限购1份（不参与任何随单）狗零食肉干罐头  狗零食礼包2,34.9,MeatyWay爵宴旗舰店,1100
红狗（RedDog）冻干猫粮成猫幼猫 增肥高蛋白美毛营养 添加益生菌无谷低敏 肉食风暴猫粮2kg,56.9,红狗旗舰店,500
喜宝乔瑟琳猫狗罐头金枪鱼明虾湿粮主食猫咪狗狗营养补水汤罐85g*12罐  喜宝乔瑟琳绿罐*12,89.0,喜宝宠物官方旗舰店,10
好适嘉猫罐头 98K低脂全价主食罐170g 低脂肪量高肉含量0内脏 【实惠】混合口味 6罐共1020g,34.0,好适嘉旗舰店,1700
K-PLUS+豆腐猫砂原味猫咪混合结团低粉尘可冲厕所猫沙宠物用品kplus 豆腐猫砂6L(2包),27.6,K-PLUS+官方旗舰店,80
味滋源 螺蛳粉 广西柳州特产 米粉方便速食米线零食 螺蛳粉 330g/袋 1袋装,9.9,小貅食品饮料店,10
喜多多（xiduoduo）桂圆莲子八宝粥280g*6罐冰糖百合无添加黑糖红枣枸杞小米粥组合装 清清凉凉绿豆粥370g*12罐,33.8,小优食品专营店,100
农科优品中国农科院荞麦青稞面挂面350g粗粮早餐杂粮面粗粮面荞麦青稞面 5袋荞麦青稞面,57.9,农科润成食品旗舰店,6
锐奇（KEN）锂电钻无刷BL7212-20C手电钻充电钻12V螺丝刀起子机家用电动工具,319.0,锐奇（KEN）京东自营旗舰店,600
佳捷仕无刷锂电扳手冲击扳手大扭力汽修架子工程木工工具充电式 02-500D【500N】4.0一电1充,347.0,佳捷仕金指数专卖店,8
锐奇（KEN）电锤电镐2832G双功能1200W大功率冲击电钻工业多功能套餐电动工具,429.0,锐奇（KEN）京东自营旗舰店,100
锐奇（KEN）型材切割机钢材机金属切割机2400W大功率355型强化大底座7614NF,679.0,锐奇（KEN）京东自营旗舰店,30
锐奇（KEN）角磨机9810手磨机磨光机打磨机切割机950W100型电动工具侧开关,129.0,锐奇（KEN）京东自营旗舰店,100
迪普尔红外线水平仪绿光激光电子室外强光水平仪高精度便携贴墙平水仪 超强绿光5线【豪华箱+数显锂电x2,369.0,迪普尔工业品京东自营旗舰店,20
迪普尔卫星数字接受机全套农村电视dtmb机顶盒卫视信号接受天线接受器 高清机顶盒+尊享升级版【通用款,319.0,迪普尔工业品京东自营旗舰店,300
迪普尔充电式抽水泵浇菜神器浇水机农用灌溉机户外自吸电动洗车机喷灌机 【至尊续航王】+45米水管,689.0,迪普尔工业品京东自营旗舰店,20
木川原装KIKAWA台湾木川水泵KQ200S全自动增压泵不锈钢家用水泵 KQ200S,2650.0,嘉博文家装建材专营店,3
WILO【原装进口】德国威乐污水提升泵地下室厨房全自动排污淋浴房排污 HiDrainLfit3-35【5M扬程3进水】,3438.0,嘉博文家装建材专营店,200
WILO德国威乐卧式离心泵MHIL-402增压地暖空气能循环自来水别墅加压泵 MHIL-203(380V),2469.0,嘉博文家装建材专营店,0
优形（ishape） 鸡胸肉口袋鸡胸常温开袋即食饱腹充饥鸡肉零食健身代餐轻食小吃 麻辣味5袋+奥尔良5袋共 400g,34.9,优形（ishape）肉制品旗舰店,200
春江散装无骨鸭爪20g酸辣柠檬脱骨鸭掌脱骨脆鸭脚 鸭货鸭爪子 柠檬味100g（5包),28.0,春江旗舰店,90
紫燕百味鸡 香卤荷叶鸡烧鸡烤鸡扒鸡香酥鸭烤鸭盐水鸭卤味熟食特产 香酥鸭【真空-尝鲜装】400g,29.9,紫燕食品旗舰店,30
盐津铺子休闲零食 追剧宅家下酒小菜开胃小吃 麻辣香辣美食 鳕鱼肠(原味+果蔬味)约50支400g,18.9,小貅食品饮料店,200
金珍金珍舟山深海带鱼酥45g包原味休闲零食香酥香脆开袋即食网红鱼干 优选中段带鱼酥45g*1,8.85,淼造食品店,1
赶海娃果蔬海苔脆休闲零食海苔脆营养酥脆海苔即食非油炸海苔 箱装9袋 果蔬海苔脆72g*1箱,12.9,中国特产·钦工谷尹助农馆,10
壹得利壹得利香芋威化饼干夹心饼无蔗糖网红办公室休闲零食整箱厂家批发 10包（快递箱威化饼干香芋味,14.8,鑫达休闲零食专营店,1
红允印尼进口零食Gery芝莉夹心卷饼干黑巧克力奶酪味蛋卷独立包装140g 夹心饼干(甜奶酪味)140g/页面拍,10.25,淼造食品店,0
90食品 761型铁听压缩饼干 代餐充饥 即食饱腹家庭应急储备干粮 761型200g*20包纸箱装4kg,97.22,90食品旗舰店,50
壹得利壹得利手工切糕核桃巴旦木营养坚果传统糕点零食食品整箱厂家批发 手工八宝切糕-40包,25.8,鑫达休闲零食专营店,1
壹得利壹得利香蕉芝士饼干网红儿童零食小吃日式小圆饼酥脆整箱厂家批发 香蕉饼干-20包约500g,22.4,鑫达休闲零食专营店,1
英国糖果殿手工制水果味棒棒糖英国进口 混合口味6支,64.0,江唯进口食品店,8
enya恩雅Nova Go Sonic智能碳纤维初学进阶电吉他小林信一联名款龙琴 38英寸小林信一联名款,3469.0,卓韵乐器专营店,0
天喔茶庄 葡萄汁 夏季果汁0脂肪果味饮料小包便携饮品250ml*16盒整箱装,22.9,天喔京东自营旗舰店,6900
天喔茶庄 蜂蜜柚子茶 夏季凉茶0脂肪果味饮料办公室饮品500ml*15整箱装,57.9,天喔京东自营旗舰店,6100
天喔茶庄 酸梅汤 果味饮品清爽解腻250ml*16盒整箱装,24.9,天喔京东自营旗舰店,12000
高原之宝（TREASURE OF PLATEAU） 西藏牦牛有机纯牛奶 牦牛奶 有机牛奶 早餐奶 有机彩条版250ml*12盒*2箱,642.0,高原之宝官方旗舰店,200
迦·境 【2箱】耗牦牛奶24盒儿童孕妇早餐奶原生态天然高钙奶200ml*12盒 200mL*12盒*2箱,240.0,迦境官方旗舰店,100
迦·境全脂牦牛酸奶青藏祁莲高钙老人孕妇健康营养奶200g*10盒*2箱 酸奶200g*10盒*2箱,156.0,迦境官方旗舰店,40
蒙牛早餐奶核桃味牛奶7月新货送礼佳品250mLx16盒早餐牛奶整箱批发,41.9,栖云食品专营店,2000
味滋源 每日坚果炒货干果孕妇零食休闲零食 宅家小点心-5 蒜香青豆120g X2袋 1件,8.9,味滋源小貅专卖店,6
a2儿童牛奶 含珍贵A2型蛋白 澳大利亚进口 【儿童礼盒】12支装,129.0,a2牛奶乳品旗舰店,100
Derenruyu板栗仁即食熟制甘栗仁板栗去皮栗子仁零食坚果零食 一箱10包【买20+10发30包】,28.0,中吉科侨食品店,0
味滋源网红休闲坚果炒货原味干果 追剧宅家小吃 多口味特产 兰花豆 120g/袋  2袋 1份,9.9,小貅食品饮料店,8
集森玩具仿真恐龙模型侏罗纪儿童玩具便携手办 蛇颈龙,5.9,乐倍家玩具店,3
德必胜换装巴比娃娃BJD洋娃娃儿童公主玩具女孩仿真SD玩偶女生生日礼物 古装古风 玉玲珑+衣服（共2衣） 三分60厘米超大号,319.0,德必胜玩具旗舰店,1100
欧彩真水枪3-6岁女 背包水儿童玩具喷水大容量宝宝滋呲水男孩打水仗玩水 美乐蒂【背包水枪】大容量,40.45,嘉艺甄选家居店,1
滇国土司云南鲜花饼玫瑰味特产好吃美食月饼休闲零食小吃糕点心现烤 玫瑰鲜花饼30g*20枚（尝鲜）,14.8,滇国土司官方旗舰店,300
味滋源宅家网红点心面包 早餐食品休闲零食 饱腹代餐小吃 肉松蛋糕 500g 1件装,12.9,味滋源小貅专卖店,100
松嘟江南 小罐装养生茶组合花草茶代用茶 0香精0人工色素 轻养草本原叶 祛湿赤小豆芡实薏米茶300g,46.5,松嘟江南旗舰店,10
FKO新货新疆特产黄金椰枣椰枣干黄椰枣非蜜枣干果零食 黄金椰枣试吃100g,8.7,中吉科侨食品店,1
天喔 韩话梅 蜜饯果干果脯梅子办公室孕妇休闲零食小吃118g,8.9,天喔京东自营旗舰店,45000
脆升升薯条原味蜂蜜黄油番茄味鲜切薯条膨化休闲零食追剧小吃100g 薯条原味100g【5小包】,10.6,淼造食品店,2
味滋源 综合果蔬脆 蜜钱果干 零食 香菇脆秋葵干即食 混合果蔬脆 综合果蔬脆 100g/袋 1份,9.9,味滋源小貅专卖店,10
味滋源夹心海苔脆5罐5口味可选 儿童即食零食 香酥爽口 夹心海苔40g(炒米味）-单罐装 1份,8.9,小貅食品饮料店,100
味滋源 综合果蔬脆 蜜钱果干 零食 香菇脆秋葵干即食 混合果蔬脆 综合果蔬脆 258g/袋 1份,15.9,小貅食品饮料店,4
味滋源童年怀旧休闲香辣麻辣食品儿时辣味小吃 干脆面 (4口味)17g*10袋 170g 1件,8.9,小貅食品饮料店,10
味滋源烤脖 手撕鸡脖   休闲零食 熟食卤味 肉干肉脯 手撕素肉混合128g/袋 1件,8.9,味滋源小貅专卖店,0
欢乐家 黄桃罐头900gx2瓶 新鲜果肉糖水黄桃水果罐头 休闲零食 黄桃900gX2瓶,27.9,欢乐家官方旗舰店,2200
汀纳醇黑巧克力健身代餐纯可可脂办公室网红休闲零食礼盒装120g 买2贈2-100%黑巧极苦(实发四盒,48.0,白天食品店,0
得人如魚（Derenruyu）精选原材松露巧克力网红零食年货零售糖果 满满2大桶【巨多松露】 桶装 108g,29.0,中吉科侨食品店,800
爱普诗（Alpes d'Or）比利时进口巧克力礼盒七夕情人节礼物男女【送礼袋代写贺卡】 10口味夹心礼盒装250g,84.0,竹夏巧克力食品专营店,1
味滋源肉干肉脯靖江特产  肉脯休闲零食办公室零食小吃 高蛋白肉脯 60包/袋 2件,29.9,小貅食品饮料店,10
味滋源每日坚果零食大礼包干果炒货年货送礼 休闲零食小吃 多味花生120g/袋 2袋 1份,9.9,小貅食品饮料店,20
味滋源 夹心海苔脆5罐5口味  芝麻夹心海苔 儿童零食 香酥爽口 -9 夹心海苔脆5罐5口味 礼盒 1份,31.9,味滋源小貅专卖店,0
澳贝（auby）彩虹洞洞忙碌板儿童玩具男女孩早教启蒙宝宝玩具游戏板六一礼物 洞洞忙碌板,129.0,爱贝树旗舰店,8
悦享心之味台湾进口心之味混合水果坚果麦片紫薯紫米椰香口味早餐冲饮即食麦 600g 混合水果谷物麦片,68.0,白天食品店,1
宜乐舒婴儿吊环防护栏手拉环围栏玩具辅助锻炼学步婴儿宝宝学扶站立 【一套2个装】卡通拉环 长短可调节,43.03,嘉艺甄选家居店,20
MOOER魔耳智能电吉他音箱大黄蜂Hornet 15i家用蓝牙音频输入otg Hornet 15i黑色智能音箱,960.0,MOOER(魔耳)乐器旗舰店,30
费雪牌费雪大脚车火焰与怪兽泥浆赛道惯性弹射礼盒,99.0,乐倍家玩具店,0
JACKIEKIM合金汽车模型带回力惯性城市交通车辆男孩玩具 地铁四辆装红色,49.0,乐倍家玩具店,300
卡瓦依（KAWAI）电钢琴CN201重锤88键逐键采音键盘配重 象牙质感键面立式数码钢琴 CN201全套+超值礼包,8819.0,卡瓦依KAWAI电钢琴旗舰店,300
Sodolike保鲜膜套一次性松紧口小大通用食品级加大保鲜罩冰箱防串味碗套 保鲜膜套200只（2包）,6.6,尚岛宜家厨具旗舰店,3300
寶鲜硅油纸 烘焙吸油纸月饼烧烤箱烤盘露营空气炸锅专用烹调纸 方形烘焙纸30cm*20cm80张,7.9,宝鲜旗舰店,400
迷你水彩颜料盒胡桃木盒随身便携手账本写生旅行绘画画本调色小画板套装8色15色涂色固体水彩分装空盒小格 亚克力【收纳套装】24色水彩+15格颜料盒/5件套,121.0,中哈学习用品专营店,0
宝克（BAOKE）MP2938 丙烯马克笔 学生笔记手账儿童美术手绘涂鸦DIY绘画笔 防水速干绘图笔 【韵彩】12色套装 MP2938 盒装,10.9,宝克文具官方旗舰店,200
斯图sitoo 强力双面布基胶带 加厚网格双面胶 10mm*20m*280μm 超粘地毯无痕固定 墙面隐形粘接 1卷,3.5,斯图办公京东自营旗舰店,3500
无痕胶带不留痕纯透明单面胶不掉胶撕下不粘胶强力高粘性不易断不留胶不干胶透明胶带耐高温窗户密封防风防水 不残胶【30mm宽*66m长】,47.0,可多拉办公专营店,10
米洛特 纳米双面胶加厚高粘度强力透明魔力胶防水耐高温墙面固定车用不留痕免钉胶布艾高手工专用隐形透明胶 30mm宽*1m长*2mm厚【1卷】,3.9,可多拉办公专营店,100
3M 强力胶水CA40H高强度快干胶玻璃胶金属塑料木头饰品固定胶水 CA40H 28.3克(1瓶）,38.0,可多拉办公专营店,4
得力(deli)钢笔式毛笔 软笔书法练习毛笔小楷笔可加墨可换芯 成人初学者入门字帖练字礼物75510A,18.9,得力（deli）文具京东自营旗舰店,22000
加厚草稿纸奶砖记事本高中生专用演算做笔记草稿本空白考研a4稿纸初中大学宿舍教室草纸绘画素描本批发 刷题必备-奶白【1本/320张巨厚款】,8.8,首力家居旗舰店,0
风吹哪页读哪页 耀眼女孩气质提升的速查手册 名句精选 可爱读书关于情绪的答案之书气质提升速查手册 风吹哪页读哪页,47.71,嘉艺甄选家居店,5
宜甜 可定制荣誉证书三折页A4员工高档聘书委任书结业证书任命书毕业证书外壳奖状 高档聘书特种纸款【5本装+20页内芯】蓝色 A4,55.8,宜甜京东自营旗舰店,70
彩色手工纸4K卡纸黑白硬卡纸10色200g彩色创意卡纸4开手工卡纸 10色混装（20张）,26.0,可多拉办公专营店,7
宜甜 开学升学礼物羽毛笔礼盒哈利波特风格钢笔文具套装初中毕业礼物送同学生日礼物女成人礼 灰色羽毛笔-机械之心开窗7件套【标准礼盒装】,31.8,宜甜京东自营旗舰店,600
红环（rOtring）中性圆珠笔0.5mm德国品质 高颜值签字笔黑色 走珠笔针管头系列黑色单支装 红环走珠笔蓝色 0.5,9.0,红环旗舰店,1
热敏可擦笔小学生三年级练字专用卡通高颜值儿童男女孩可替换墨囊蓝黑魔笔3-5年级正姿刚笔书法套装书写笔 【奶茶漫步】标配套装可擦钢笔,12.8,首力家居旗舰店,0
【七夕礼物】红环（rotring） 红环自动铅笔替芯0.35mm-0.2mm 免费私人定制-联系客服 0.5MM,219.0,红环旗舰店,400
【七夕礼物】红环（rotring） 600自动铅笔金属笔身专业绘图制图建筑师设计师书写工具漫画铅笔 600银色HB;0.5mm,217.55,红环旗舰店,90
用友凭证纸KPJ103 发票版激光金额记账凭证打印纸 240*140mm 用友t3软件适用,119.0,用友办公专营店,1100
科斯丁 自粘铝箔胶带锡纸耐高温加厚美缝贴防水厨卫修补厨房贴纸油烟机管道密封补锅补漏胶布 60mm宽*20米长 单层0.1mm厚,16.0,可多拉办公专营店,20
【七夕礼物】红环（rOtring）德国品质 橡皮—B20单支装 Tikky橡皮 30（小）,3.0,红环旗舰店,30
宜甜 亚克力桌牌台卡木质台签座位牌展示牌t型桌牌可定制立牌台签桌面广告牌签到指引会议牌 【2个装】T型会议桌牌210mm*100mm,37.8,宜甜京东自营旗舰店,40
宜甜 折叠资料架展会落地式杂志架立式报刊架公司办公室落地书刊架宣传册宣传单展示架子 A4铁质折叠资料架【黑色】,129.9,宜甜京东自营旗舰店,9
斯图sitoo 美纹纸胶带 20mm*50m 1卷装 装修遮蔽无痕纸贴美术生专用贴边画画素描美缝纸胶喷漆封箱分色纸和纸,3.9,斯图办公京东自营旗舰店,50
LIGHTPOOL 全光谱吸顶灯 客厅儿童书房 卧室 rg0低蓝光防频闪led护眼吸顶灯 全光谱护眼吸顶灯-40W-三色温,259.0,Lightpool官方旗舰店,800
贝发知乐益光谱护眼台灯儿童学生学习专用书桌宿舍卧室床头阅读灯 白色,809.0,贝发知乐灯饰照明旗舰店,0
UNDER SKY天空见护眼灯落地大路灯undersky立式阅读灯儿童台灯全光谱氧护光 C1智能立式护眼灯,4299.0,UNDER SKY旗舰店,200
人体感应灯家用楼梯智能声光控橱柜卧室床头灯充电小夜灯磁吸壁灯 【发一个】10cm感应白光 光源功率见描述,11.38,富豪照明小店,50
LIGHTPOOL全光谱电竞台灯 氛围灯 蓝牙音箱 拓展坞 无线充电 耳机支架 台灯 全光谱电竞台灯【黑色款】,519.0,Lightpool官方旗舰店,10
松下（Panasonic） led筒灯客厅嵌入式天花灯卧室走廊超薄桶灯洞灯系列塑壳升级 |超薄|7W暖白光|开孔97-103mm,15.53,松下建材旗舰店,1300
LIGHTPOOL 护眼灯泡 led灯泡 超亮 高显指 全光谱灯泡 灯泡e27 螺口 防频闪 RG0全光谱灯泡9W（E27）暖白4000,66.0,Lightpool官方旗舰店,1600
迪普尔 酒店防偷摄摄像头探测器探测仪多功能红外线信号探测仪反定位防跟踪gps扫描检测器 【偷拍/定位/窃听】多功能探测器,89.0,迪普尔工业品京东自营旗舰店,5900
迪普尔超清工业内窥镜高清摄像头防水探头可视管道汽车维修检测设备 升级版超清8.5mm2米线+32G内存卡,1189.0,迪普尔工业品京东自营旗舰店,10
迪普尔太阳能喷泉自动鱼池户外庭院假山循环水泵增氧喷水器小型家用水缸 旗舰款【带太阳能板】太阳能喷泉,109.0,迪普尔工业品京东自营旗舰店,20
永福康成人拉拉裤老年人尿不湿孕产妇护理 L36片(臀围95-120cm),43.8,永福康旗舰店,10
迪普尔 瓷砖找平器调平器卡子磁砖定位找平器美缝留缝器贴地板砖卡子红插片底座钳子工具 2.0mm透明底座200个+红色插片100个+钳子,56.0,迪普尔工业品京东自营旗舰店,100
迪普尔称重监控仪地磅防遥控防控仪防作弊监测卖粮防坑专用 至尊款【智能防控+强制还原】,289.0,迪普尔工业品京东自营旗舰店,90
美标卫浴陶瓷柱盆落地立柱洗脸盆立式洗手盆阳台洗手池0540 0540柱盆配精铜龙头含下水器,979.0,美标卫浴官方旗舰店,100
九牧（JOMOO） 淋浴花洒喷头花洒头洗澡沐浴淋雨软管套装浴室莲蓬头 硅胶净垢三功能花洒喷头S176013,31.8,九牧家装旗舰店,8000
沃特浦塑钢泥防水防霉厨房卫生间填缝玻璃胶水槽马桶鱼缸门窗专用密封胶 【1支150g白色】约5米 送铲胶器,27.8,沃特浦官方旗舰店,100
立邦瓷砖胶 液体玻化砖瓷砖背胶 强力粘结剂 玻化砖伴侣背涂胶 【高粘抗震】瓷砖背涂胶5KG,185.25,立邦旗舰店,1800
速的奥发泡胶填缝剂高强度膨胀填充防水补漏空调孔门窗门缝密封堵洞 750ml【快速固化发泡胶】1瓶 比利时皇室指定品牌,10.9,萌创家装建材专营店,0
卡游（Kayou）小马宝莉卡片趣影包动漫卡通周边CR满星立体HR卡牌女孩收藏玩具卡 彩虹4包/24张(必出透明卡),19.5,乐倍家玩具店,3
Sodolike 纸杯一次性加厚 办公商务家用 挺阔防烫 牢固防漏8盎司 200只加厚家用纸杯,15.8,尚岛宜家厨具旗舰店,5200
NBB官方可搭阴径增大变粗助勃起不射持久变硬男人用品药发育二次增长增粗变大变长非速效男性延时补肾壯阳 黑白搭配】NBB修护膏1瓶+NBB海绵勃士1瓶,718.2,益亘美卖场店,60
HEALTREE玫瑰精油1ml面部精油护肤白皙单方精油香薰按摩油spa大马士革,328.0,HEALTREE海外官方旗舰店,200
福来（freiol）德国抚纹紧实按摩油淡纹紧致滋养保湿植物身体全身按摩精华护肤品 抚纹紧实按摩油 125ml,147.0,亿天美个护专营店,80
HEALTREE甜杏仁油身体按摩滋润保湿护肤开背刮痧精油 澳洲进口冷压基础油,148.0,HEALTREE海外官方旗舰店,60
4D积木果汁软糖AMOS阿麦斯混合水果牛奶味金元宝爆汁糖果儿童零食 4D积木软糖(混合水果牛奶味)*8,86.0,淼造食品店,5
佳宝陈皮梨膏润喉糖正宗秋梨膏糖袋装清凉柠檬薄荷味糖果零食15克 陈皮梨膏润喉糖15gX3袋,8.0,白天食品店,0
味滋源 山楂卷500g果丹皮蜜饯果干山楂片紫椹山楂条果脯儿时怀旧 紫椹山楂条500g,11.9,小貅食品饮料店,60
袋鼠男士胸包2024新款韩版百搭大容量帆布便携式胸前小背包休闲斜挎包 黑色,30.21,外红箱包专营店,10
绿联笔记本电脑包收纳手提内胆包13.3保护套适用苹果15.6英寸14华 为 PU皮内胆包粉色13.3英寸适用,35.9,绿联三顺专卖店,4
岑迷GT740 GTX750TI GTX950 960 1050 2G显卡D5游戏独立显卡4G RX460 GT430/630/640 1G显卡  质保一 1GB,301.7,壹旺数码专营店,0
岑迷通用外置光驱笔记本台式一体机通用移动USB30电脑DVD/CD刻录机,143.8,壹旺数码专营店,0
双飞燕双飞燕无线蓝牙双模键盘鼠标套装空中桌面充电按键轻音降噪办公家用游戏多媒体按键FB2700Air 无线蓝牙双模静音键鼠套装FB2700Air-黑色,179.0,宽迈数码专营店,0
罗果AI智能鼠标 办公语音打字翻译 讯飞ai生成ppt写作问答表格创作三模无线充电蓝牙鼠标 电脑外设静音 冰川白【数字电量屏显+高清麦+AI写作】,294.0,罗果数码专营店,50
岑迷U盘2T高速3.0大容量1T手机电脑两用u盘512G车载2000g优盘 白色,40.7,壹旺数码专营店,0
TP-LINK TL-WAR1208L 9口千兆AC1200M双频5G多WAN口叠加医保专线双宽带家用商用店铺穿墙企业级无线路由器,589.0,府城网络专营店,100
兮克 万兆10G网卡电口/光口台式机电脑服务器RJ45口单口/双口高速游戏内置PCI-E有线网卡 【单10G万兆电口/mini型】,389.0,府城网络专营店,0
诺可信（Nokoxin）poe交换机 8/10口百兆千兆非网管企业监控摄像头分离器 网线供电交换器 26口千兆/320W（24百兆POE口+2千兆),470.0,诺可信旗舰店,900
优迩浦锐特 珠宝标签打印机 珠宝首饰玉器食品眼镜店价签标签打印机 手机蓝牙打印机 打印机+标签5卷 便携珠宝标签打印机,266.41,优迩官方旗舰店,4
蓓慈(beici)X3剃须刀电动刮胡刀自动胡须刀旋转式男士生日礼物男生全身水洗智能屏显,89.0,蓓慈京东自营旗舰店,6000
萌牙家星耀款电动牙刷成人声波震动充电式X2系列软毛牙刷情侣款节日礼物送礼 月光白（到手3刷头）,239.0,萌牙家官方旗舰店,2700
美的（Midea） 电风扇家用落地扇智能遥控七叶立式扇 卧室客厅轻音节能大风量电扇 SAF35ER,249.0,美的集团官方旗舰店,3600
美的（Midea）电饭煲 1-2-3人 电饭锅迷你 小型家用智能保温预约多功能 煲汤煮粥不粘24小时预约 宝宝辅食小饭煲 易收纳款 FB16Easy107 1.6L,269.0,美的集团官方旗舰店,8800
