商品名称,券后价,店铺名称,好评数
奥芬洁银离子宠物湿巾除臭去污猫狗犬猫通用湿巾猫咪狗狗擦泪痕全身清洁 100抽*1包,2.9,品乐宠物用品专营店,40
哈药 蓝莓叶黄素酯软糖 2g*30粒 叶黄素儿童成人 【实惠装】3瓶,107.0,哈药旗舰店,8200
访客 晾衣杆 不锈钢【加厚】衣叉衣架撑可伸缩挑衣挂衣取衣杆合金叉头,13.5,访客京东自营旗舰店,38000
薇姿（VICHY）DERCOS绿标 1%二硫化硒 强劲去屑缓解头痒控油去屑洗发水390ml,155.0,薇姿京东自营官方旗舰店,37000
Type-C数据线适用tpyec充电线华为充电器快充电线mate60数据线 1.5米【Type-C快充线】,8.8,秋帕拼购店,40
颐莲氨基酸型沁透净澈洁颜泡150ml*2瓶 泡沫洗面奶清洁慕斯洁面,98.0,颐莲旗舰店,4400
佳帮手 收纳箱大号衣服整理箱储物箱衣物棉被搬家打包玩具收纳塑料箱子 星空灰 超大号 4扣款【51.5*36.5*31cm】,32.31,佳帮手官方旗舰店,12000
绿岭 火猴 薄皮原味生核桃   坚果礼盒休闲零食 500g原果*2箱,50.9,绿岭食品旗舰店,9900
英氏奶瓶清洗剂婴儿洗奶瓶清洗水果玩具宝宝餐具果蔬洗洁精便携装 【到手2瓶】奶瓶果蔬清洁剂450ml,39.0,英氏洗护旗舰店,1000
GNC健安喜 男性Vitapak每日营养包男士专属定制充电包 复合维生素多种营养 海外原装进口 【男性40+】无惧中年,305.0,GNC海外官方旗舰店,12000
西麦空气全麦脆400g燕麦片全谷物早餐代餐非油炸高纤高蛋白,28.6,西麦京东自营旗舰店,800000
丝塔芙（Cetaphil）大白罐加拿大进口身体乳保湿霜身体润肤乳 秋冬宝宝550g 1盒550g带防伪码,59.0,KEEPJOY旗舰店,0
子初婴儿绵柔巾一次性洗脸巾干湿两用云柔巾加厚卸妆绵巾80抽*6包,52.9,子初京东自营旗舰店,54000
粒上皇南瓜子500g 坚果炒货办公室休闲零食每日坚果孕妇干果,17.91,粒上皇京东自营旗舰店,16000
卡姿兰（Carslan）雾吻口红唇膏礼盒七夕限定三支装哑光显白3.2g*3 七夕情人节礼物,297.0,卡姿兰京东自营官方旗舰店,40000
狐狸爸爸欧洲进口管道疏通剂强力溶解通厕所神器马桶地漏厨房下水道除臭溶解头发腐蚀堵塞1000ml 管道疏通剂1000ml*1,29.0,狐狸爸爸家庭清洁旗舰店,500
澳雪（accen）珍奢小苍兰精油香氛沐浴露1100ml 锁水保湿持久留香,25.9,澳雪京东自营官方旗舰店,4500
小鹿蓝蓝 天然维生素C水果溶豆豆 3种口味3盒装0白砂糖宝宝溶豆零食 54g,35.9,小鹿蓝蓝京东自营旗舰店,1100
英氏奶瓶清洗剂奶嘴果蔬餐玩具婴儿童洗洁精酵素清洁液泡沫450ml*3,59.0,英氏（YEEHOO）洗护京东自营旗舰店,97000
